Breed,Sex,DOB,Intake_Date,Outcome_Date,Intake_Type,Animal_Type,Outcome_Type,Intake_Condition,Time_in_Shelter_Days,Primary_Color,Secondary_Color,Outcome_Age,Shelter_Name,Intake_Age
GERM SHEPHERD,Female,2012-01-20,2014-01-20,2014-01-30,STRAY,DOG,transfer,HEALTHY,10,brown,black,741,Sonoma County Animal Shelter,731
GERM SHEPHERD,Neutered,2013-09-29,2018-04-05,2018-04-11,ADOPTION RETURN,DOG,transfer,HEALTHY,6,black,tan,1655,Sonoma County Animal Shelter,1649
GERM SHEPHERD,Male,2009-11-17,2014-09-02,2014-09-27,TRANSFER,DOG,transfer,HEALTHY,25,black,tan,1775,Sonoma County Animal Shelter,1750
GERM SHEPHERD/MIX,Neutered,2014-07-04,2015-12-14,2016-01-13,STRAY,DOG,transfer,HEALTHY,30,tan,black,558,Sonoma County Animal Shelter,528
BELG MALINOIS,Spayed,2018-01-30,2019-03-08,2019-04-23,OWNER SURRENDER,DOG,transfer,HEALTHY,46,sable,none,448,Sonoma County Animal Shelter,402
GERM SHEPHERD,Neutered,2015-10-16,2016-05-04,2016-05-19,STRAY,DOG,transfer,TREATABLE/MANAGEABLE,15,black,tan,216,Sonoma County Animal Shelter,201
GERM SHEPHERD,Neutered,2015-08-03,2018-08-03,2018-10-27,CONFISCATE,DOG,transfer,UNKNOWN,85,tan,black,1181,Sonoma County Animal Shelter,1096
GERM SHEPHERD,Female,2011-01-20,2014-01-20,2014-02-01,STRAY,DOG,transfer,HEALTHY,12,brown,black,1108,Sonoma County Animal Shelter,1096
GERM SHEPHERD/MIX,Spayed,2013-05-02,2014-05-02,2014-05-17,STRAY,DOG,transfer,HEALTHY,15,black,red,380,Sonoma County Animal Shelter,365
GERM SHEPHERD,Spayed,2016-11-20,2017-10-20,2018-01-18,OWNER SURRENDER,DOG,transfer,HEALTHY,90,black,tan,424,Sonoma County Animal Shelter,334
GERM SHEPHERD,Neutered,2011-02-07,2018-07-05,2018-08-01,OWNER SURRENDER,DOG,transfer,HEALTHY,27,black,tan,2732,Sonoma County Animal Shelter,2705
GERM SHEPHERD,Neutered,2013-12-22,2015-12-22,2016-01-13,STRAY,DOG,transfer,HEALTHY,22,black,brown,752,Sonoma County Animal Shelter,730
GERM SHEPHERD,Male,2012-01-15,2014-10-17,2014-11-20,OWNER SURRENDER,DOG,transfer,TREATABLE/MANAGEABLE,34,black,brown,1040,Sonoma County Animal Shelter,1006
GERM SHEPHERD/MIX,Neutered,2014-08-31,2015-09-09,2015-09-17,ADOPTION RETURN,DOG,transfer,HEALTHY,8,tan,black,382,Sonoma County Animal Shelter,374
GERM SHEPHERD,Female,1900-01-01,2018-09-08,2018-10-10,STRAY,DOG,transfer,HEALTHY,32,black,tan,NaT,Sonoma County Animal Shelter,43349
GERM SHEPHERD,Neutered,2015-12-07,2016-04-22,2016-05-27,STRAY,DOG,transfer,HEALTHY,35,black,tan,172,Sonoma County Animal Shelter,137
GERM SHEPHERD,Female,2013-08-10,2016-08-10,2016-08-23,OWNER SURRENDER,DOG,transfer,HEALTHY,13,black,brown,1109,Sonoma County Animal Shelter,1096
GERM SHEPHERD,Neutered,2012-05-15,2015-05-15,2015-05-20,OWNER SURRENDER,DOG,transfer,HEALTHY,5,black,none,1100,Sonoma County Animal Shelter,1095
GERM SHEPHERD,Spayed,2014-07-11,2015-11-28,2016-01-13,STRAY,DOG,transfer,HEALTHY,46,black,none,551,Sonoma County Animal Shelter,505
GERM SHEPHERD,Neutered,2015-01-26,2018-01-26,2018-04-10,STRAY,DOG,transfer,TREATABLE/REHAB,74,black,tan,1170,Sonoma County Animal Shelter,1096
GERM SHEPHERD,Male,2016-10-03,2017-10-05,2017-10-12,STRAY,DOG,transfer,UNKNOWN,7,black,tan,374,Sonoma County Animal Shelter,367
GERM SHEPHERD,Spayed,2015-08-07,2016-09-12,2016-11-04,STRAY,DOG,transfer,HEALTHY,53,black,none,455,Sonoma County Animal Shelter,402
CHIHUAHUA SH/YORKSHIRE TERR,Unknown,2023-08-21,2023-08-23,2023-08-23,STRAY,DOG,transfer,UNKNOWN,0,tan,none,2,Sonoma County Animal Shelter,2
GERM SHEPHERD,Male,2012-01-18,2014-01-16,2014-02-15,STRAY,DOG,transfer,TREATABLE/REHAB,30,black,tan,759,Sonoma County Animal Shelter,729
GERM SHEPHERD,Male,2011-01-20,2014-01-20,2014-02-01,STRAY,DOG,transfer,HEALTHY,12,brown,black,1108,Sonoma County Animal Shelter,1096
GERM SHEPHERD,Male,2016-12-19,2017-12-12,2017-12-30,STRAY,DOG,transfer,UNKNOWN,18,tan,black,376,Sonoma County Animal Shelter,358
PIT BULL,Female,2011-08-22,2023-08-22,2023-08-23,OWNER SURRENDER,DOG,euthanize,UNKNOWN,1,black,white,4384,Sonoma County Animal Shelter,4383
GERM SHEPHERD,Neutered,2015-04-15,2019-03-01,2019-04-23,STRAY,DOG,transfer,HEALTHY,53,black,brown,1469,Sonoma County Animal Shelter,1416
CHIHUAHUA SH,Neutered,2021-06-19,2023-08-17,2023-08-23,CONFISCATE,DOG,return to owner,HEALTHY,6,tan,none,795,Sonoma County Animal Shelter,789
GERM SHEPHERD,Neutered,2018-04-10,2019-10-22,2019-11-09,ADOPTION RETURN,DOG,transfer,UNKNOWN,18,black,brown,578,Sonoma County Animal Shelter,560
BELG MALINOIS,Neutered,2021-09-22,2023-02-28,2023-08-23,STRAY,DOG,transfer,UNKNOWN,176,brown,white,700,Sonoma County Animal Shelter,524
GERM SHEPHERD,Neutered,2013-06-17,2016-06-09,2016-06-24,STRAY,DOG,transfer,HEALTHY,15,brown,black,1103,Sonoma County Animal Shelter,1088
GERM SHEPHERD,Neutered,2018-07-08,2020-02-21,2020-03-04,OWNER SURRENDER,DOG,transfer,HEALTHY,12,brown,none,605,Sonoma County Animal Shelter,593
GERM SHEPHERD/LABRADOR RETR,Neutered,1900-01-01,2018-05-17,2018-07-13,STRAY,DOG,transfer,UNKNOWN,57,fawn,none,NaT,Sonoma County Animal Shelter,43235
DOMESTIC SH,Neutered,2023-04-14,2023-07-29,2023-08-23,OWNER SURRENDER,CAT,adoption,HEALTHY,25,brn tabby,none,131,Sonoma County Animal Shelter,106
GERM SHEPHERD,Male,2004-11-28,2016-10-31,2016-12-05,STRAY,DOG,transfer,TREATABLE/MANAGEABLE,35,tan,black,4390,Sonoma County Animal Shelter,4355
SIAMESE,Neutered,2021-08-12,2023-08-12,2023-08-23,STRAY,CAT,adoption,TREATABLE/REHAB,11,seal pt,none,741,Sonoma County Animal Shelter,730
GERM SHEPHERD,Spayed,1900-01-01,2017-06-20,2017-08-18,STRAY,DOG,transfer,UNKNOWN,59,black,tan,NaT,Sonoma County Animal Shelter,42904
DOMESTIC SH,Neutered,2023-05-29,2023-07-29,2023-08-23,STRAY,CAT,adoption,HEALTHY,25,white,brn tabby,86,Sonoma County Animal Shelter,61
GERM SHEPHERD,Female,2007-06-26,2014-06-26,2014-07-15,STRAY,DOG,transfer,TREATABLE/REHAB,19,black,tan,2576,Sonoma County Animal Shelter,2557
GERM SHEPHERD,Female,1900-01-01,2020-08-11,2020-08-12,STRAY,DOG,return to owner,UNKNOWN,1,black,brown,NaT,Sonoma County Animal Shelter,44052
GERM SHEPHERD,Spayed,2011-08-26,2016-08-26,2016-10-27,STRAY,DOG,transfer,TREATABLE/MANAGEABLE,62,black,tan,1889,Sonoma County Animal Shelter,1827
GERM SHEPHERD,Neutered,2014-10-11,2017-10-27,2017-12-19,STRAY,DOG,transfer,HEALTHY,53,black,none,1165,Sonoma County Animal Shelter,1112
GERM SHEPHERD,Neutered,2015-12-07,2013-12-29,2014-01-18,STRAY,DOG,transfer,HEALTHY,20,black,tan,-688,Sonoma County Animal Shelter,-708
GERM SHEPHERD/MIX,Neutered,1900-01-01,2019-09-27,2019-11-06,STRAY,DOG,transfer,TREATABLE/MANAGEABLE,40,black,brown,NaT,Sonoma County Animal Shelter,43733
GERM SHEPHERD,Spayed,2014-08-17,2016-07-27,2016-08-18,STRAY,DOG,transfer,HEALTHY,22,black,tan,732,Sonoma County Animal Shelter,710
GERM SHEPHERD,Spayed,2018-01-24,2018-05-23,2018-06-15,STRAY,DOG,transfer,HEALTHY,23,black,tan,142,Sonoma County Animal Shelter,119
GERM SHEPHERD,Spayed,1900-01-01,2016-11-02,2016-11-26,STRAY,DOG,transfer,TREATABLE/MANAGEABLE,24,black,tan,NaT,Sonoma County Animal Shelter,42674
DOMESTIC SH,Neutered,2023-06-19,2023-07-13,2023-08-23,STRAY,CAT,adoption,UNKNOWN,41,black,white,65,Sonoma County Animal Shelter,24
GERM SHEPHERD,Spayed,2006-12-01,2014-08-21,2014-09-04,OWNER SURRENDER,DOG,transfer,HEALTHY,14,black,tan,2834,Sonoma County Animal Shelter,2820
GERM SHEPHERD,Neutered,1900-01-01,2016-05-07,2016-06-14,STRAY,DOG,transfer,TREATABLE/REHAB,38,black,tan,NaT,Sonoma County Animal Shelter,42495
GERM SHEPHERD,Spayed,2015-08-26,2016-04-22,2016-05-27,STRAY,DOG,transfer,TREATABLE/REHAB,35,tan,black,275,Sonoma County Animal Shelter,240
GERM SHEPHERD,Neutered,2013-03-15,2016-03-05,2016-04-11,OWNER SURRENDER,DOG,transfer,HEALTHY,37,cream,none,1123,Sonoma County Animal Shelter,1086
GERM SHEPHERD/MIX,Spayed,2014-02-22,2017-02-22,2017-03-24,STRAY,DOG,transfer,TREATABLE/MANAGEABLE,30,black,tan,1126,Sonoma County Animal Shelter,1096
GERM SHEPHERD,Spayed,2014-04-30,2016-04-30,2016-05-24,STRAY,DOG,transfer,HEALTHY,24,black,tan,755,Sonoma County Animal Shelter,731
GERM SHEPHERD/MIX,Neutered,2012-01-22,2014-01-14,2014-01-25,STRAY,DOG,transfer,HEALTHY,11,brown,black,734,Sonoma County Animal Shelter,723
RABBIT SH,Unknown,1900-01-01,2023-08-24,2100-01-01,STRAY,OTHER,not available,UNKNOWN,0,white,gray,NaT,Sonoma County Animal Shelter,45160
PIT BULL/MIX,Spayed,2022-07-13,2023-06-05,2023-08-24,STRAY,DOG,adoption,HEALTHY,80,tan,white,407,Sonoma County Animal Shelter,327
PIT BULL,Female,2016-04-23,2021-04-22,2021-04-24,CONFISCATE,DOG,return to owner,UNKNOWN,2,fawn,white,1827,Sonoma County Animal Shelter,1825
GERM SHEPHERD,Female,1900-01-01,2023-08-24,2100-01-01,STRAY,DOG,not available,UNKNOWN,0,black,brown,NaT,Sonoma County Animal Shelter,45160
DOMESTIC SH,Female,1900-01-01,2023-08-17,2023-08-24,STRAY,CAT,euthanize,UNKNOWN,7,calico,none,NaT,Sonoma County Animal Shelter,45153
PIT BULL,Female,2016-04-23,2023-08-23,2023-08-24,CONFISCATE,DOG,return to owner,UNKNOWN,1,fawn,white,2679,Sonoma County Animal Shelter,2678
DOMESTIC SH,Spayed,2021-07-16,2023-08-24,2023-08-24,STRAY,CAT,return to owner,HEALTHY,0,brn tabby,none,769,Sonoma County Animal Shelter,769
DOMESTIC SH,Spayed,2022-07-14,2022-10-25,2022-12-27,STRAY,CAT,adoption,HEALTHY,63,black,none,166,Sonoma County Animal Shelter,103
PARSON RUSS TER/MIX,Spayed,2022-02-08,2023-07-21,2023-08-24,STRAY,DOG,adoption,UNKNOWN,34,white,br brindle,562,Sonoma County Animal Shelter,528
PIT BULL,Female,2016-04-23,2021-03-10,2021-03-10,STRAY,DOG,return to owner,HEALTHY,0,fawn,white,1782,Sonoma County Animal Shelter,1782
AMERICAN,Unknown,1900-01-01,2023-08-24,2100-01-01,STRAY,OTHER,not available,UNKNOWN,0,white,none,NaT,Sonoma County Animal Shelter,45160
BOXER/MIX,Spayed,2023-05-24,2023-07-27,2023-08-25,STRAY,DOG,adoption,HEALTHY,29,tan,white,93,Sonoma County Animal Shelter,64
SILKY TERRIER,Female,2016-08-08,2023-07-05,2023-08-25,STRAY,DOG,euthanize,UNKNOWN,51,white,none,2573,Sonoma County Animal Shelter,2522
BAT,Unknown,1900-01-01,2023-08-25,2023-08-25,QUARANTINE,OTHER,euthanize,UNKNOWN,0,brown,none,NaT,Sonoma County Animal Shelter,45161
DOMESTIC SH,Neutered,2023-06-19,2023-07-13,2023-08-25,STRAY,CAT,adoption,UNKNOWN,43,black,none,67,Sonoma County Animal Shelter,24
BELG MALINOIS/MIX,Neutered,2023-05-08,2023-07-14,2023-08-25,OWNER SURRENDER,DOG,adoption,TREATABLE/REHAB,42,tan,black,109,Sonoma County Animal Shelter,67
DOMESTIC SH,Neutered,2023-07-04,2023-08-04,2100-01-01,STRAY,CAT,not available,TREATABLE/REHAB,0,gray tabby,none,NaT,Sonoma County Animal Shelter,31
PIT BULL/MIX,Neutered,2020-07-14,2023-06-12,2023-08-25,STRAY,DOG,euthanize,HEALTHY,74,gray,white,1137,Sonoma County Animal Shelter,1063
BICHON FRISE,Neutered,2011-12-12,2017-12-12,2017-12-29,CONFISCATE,DOG,return to owner,HEALTHY,17,white,none,2209,Sonoma County Animal Shelter,2192
BOXER,Spayed,2023-05-24,2023-07-27,2023-08-26,STRAY,DOG,adoption,HEALTHY,30,tan,white,94,Sonoma County Animal Shelter,64
SIBERIAN HUSKY,Spayed,2015-12-13,2023-02-28,2023-08-26,OWNER SURRENDER,DOG,adoption,HEALTHY,179,white,gray,2813,Sonoma County Animal Shelter,2634
PIT BULL/MIX,Male,2022-08-25,2023-08-25,2100-01-01,STRAY,DOG,not available,HEALTHY,0,tan,black,NaT,Sonoma County Animal Shelter,365
DOMESTIC SH,Neutered,2023-01-10,2023-07-10,2023-08-26,STRAY,CAT,adoption,UNKNOWN,47,brn tabby,white,228,Sonoma County Animal Shelter,181
PIT BULL,Male,1900-01-01,2023-08-28,2100-01-01,STRAY,DOG,not available,UNKNOWN,0,tan,white,NaT,Sonoma County Animal Shelter,45164
DOMESTIC SH,Spayed,2022-08-26,2023-08-26,2023-08-26,STRAY,CAT,return to owner,UNKNOWN,0,tortie,none,365,Sonoma County Animal Shelter,365
GERM SHEPHERD,Spayed,2022-10-27,2023-07-27,2023-08-26,STRAY,DOG,adoption,HEALTHY,30,black,white,303,Sonoma County Animal Shelter,273
DOMESTIC SH,Neutered,2023-07-10,2023-08-25,2023-08-26,STRAY,CAT,euthanize,UNKNOWN,1,gray tabby,none,47,Sonoma County Animal Shelter,46
DOMESTIC SH,Neutered,2018-04-27,2023-08-09,2023-08-29,OWNER SURRENDER,CAT,transfer,UNKNOWN,20,black,white,1950,Sonoma County Animal Shelter,1930
COCKER SPAN/MIX,Neutered,2021-08-29,2022-03-09,2022-04-22,STRAY,DOG,transfer,UNKNOWN,44,black,none,236,Sonoma County Animal Shelter,192
BOXER/MIX,Spayed,2023-05-24,2023-07-27,2023-08-29,STRAY,DOG,adoption,TREATABLE/REHAB,33,tan,white,97,Sonoma County Animal Shelter,64
DACHSHUND/POODLE MIN,Neutered,2023-05-14,2023-07-12,2023-08-29,OWNER SURRENDER,DOG,adoption,TREATABLE/MANAGEABLE,48,tan,none,107,Sonoma County Animal Shelter,59
DOMESTIC SH,Spayed,2023-05-17,2023-06-24,2023-08-29,STRAY,CAT,adoption,HEALTHY,66,calico,none,104,Sonoma County Animal Shelter,38
BOXER/MIX,Neutered,2023-05-24,2023-07-27,2023-08-29,STRAY,DOG,adoption,HEALTHY,33,tan,white,97,Sonoma County Animal Shelter,64
BAT,Unknown,1900-01-01,2023-08-26,2023-08-26,QUARANTINE,OTHER,euthanize,UNKNOWN,0,brown,none,NaT,Sonoma County Animal Shelter,45162
DOMESTIC SH,Unknown,1900-01-01,2023-08-29,2023-08-29,STRAY,CAT,transfer,TREATABLE/REHAB,0,gray tabby,none,NaT,Sonoma County Animal Shelter,45165
BOXER/MIX,Spayed,2023-05-24,2023-08-26,2023-08-29,ADOPTION RETURN,DOG,adoption,HEALTHY,3,tan,white,97,Sonoma County Animal Shelter,94
BEAGLE/LABRADOR RETR,Male,2016-02-23,2018-12-21,2018-12-21,STRAY,DOG,return to owner,HEALTHY,0,tricolor,none,1032,Sonoma County Animal Shelter,1032
BEAGLE/LABRADOR RETR,Male,2016-02-23,2018-02-23,2018-02-28,STRAY,DOG,return to owner,HEALTHY,5,tricolor,none,736,Sonoma County Animal Shelter,731
BELG MALINOIS/MIX,Female,1900-01-01,2023-08-29,2100-01-01,STRAY,DOG,not available,UNKNOWN,0,black,tan,NaT,Sonoma County Animal Shelter,45165
DOMESTIC SH,Neutered,2018-04-30,2018-06-30,2018-07-07,OWNER SURRENDER,CAT,adoption,HEALTHY,7,org tabby,none,68,Sonoma County Animal Shelter,61
BEAGLE/LABRADOR RETR,Male,2016-02-23,2023-08-28,2023-08-29,STRAY,DOG,return to owner,HEALTHY,1,tricolor,none,2744,Sonoma County Animal Shelter,2743
ALASKAN HUSKY,Spayed,2022-05-01,2022-08-02,2022-09-21,STRAY,DOG,adoption,HEALTHY,50,white,gray,143,Sonoma County Animal Shelter,93
BELG MALINOIS/MIX,Male,1900-01-01,2023-08-29,2100-01-01,STRAY,DOG,not available,UNKNOWN,0,black,tan,NaT,Sonoma County Animal Shelter,45165
POODLE MIN/LABRADOR RETR,Female,2019-08-29,2023-08-27,2023-08-29,STRAY,DOG,return to owner,UNKNOWN,2,gray,none,1461,Sonoma County Animal Shelter,1459
DOMESTIC SH,Neutered,2021-08-15,2023-08-15,2023-08-29,STRAY,CAT,transfer,TREATABLE/MANAGEABLE,14,org tabby,none,744,Sonoma County Animal Shelter,730
PIT BULL,Male,1900-01-01,2023-08-23,2023-08-29,CONFISCATE,DOG,return to owner,UNKNOWN,6,fawn,white,NaT,Sonoma County Animal Shelter,45159
BULLDOG,Neutered,2014-05-17,2023-08-27,2023-08-29,STRAY,DOG,return to owner,UNKNOWN,2,tricolor,none,3391,Sonoma County Animal Shelter,3389
CHIHUAHUA LH,Unknown,1900-01-01,2017-05-28,2017-05-28,STRAY,DOG,escaped/stolen,HEALTHY,0,tan,none,NaT,Sonoma County Animal Shelter,42881
DOMESTIC MH,Male,2021-08-03,2023-07-24,2023-08-30,QUARANTINE,CAT,transfer,UNKNOWN,37,black,white,757,Sonoma County Animal Shelter,720
PIT BULL,Male,1900-01-01,2023-08-07,2023-08-30,STRAY,DOG,euthanize,UNKNOWN,23,fawn,none,NaT,Sonoma County Animal Shelter,45143
DOMESTIC MH,Male,2021-08-30,2023-08-17,2100-01-01,STRAY,CAT,not available,UNKNOWN,0,brn tabby,white,NaT,Sonoma County Animal Shelter,717
DOMESTIC SH,Neutered,2023-02-12,2023-08-12,2023-08-30,STRAY,CAT,adoption,UNKNOWN,18,brn tabby,none,199,Sonoma County Animal Shelter,181
PIT BULL,Female,2013-05-02,2014-05-08,2014-05-24,STRAY,DOG,return to owner,HEALTHY,16,blue,none,387,Sonoma County Animal Shelter,371
DOMESTIC LH,Neutered,2020-07-26,2023-07-12,2023-08-30,STRAY,CAT,adoption,HEALTHY,49,org tabby,white,1130,Sonoma County Animal Shelter,1081
LABRADOR RETR,Male,2022-12-30,2023-08-30,2023-08-30,STRAY,DOG,return to owner,UNKNOWN,0,yellow,none,243,Sonoma County Animal Shelter,243
DOMESTIC SH,Neutered,2023-06-25,2023-06-27,2023-08-30,STRAY,CAT,adoption,UNKNOWN,64,brn tabby,white,66,Sonoma County Animal Shelter,2
CHIHUAHUA SH,Spayed,2014-10-21,2014-12-12,2015-01-08,OWNER SURRENDER,DOG,adoption,TREATABLE/REHAB,27,red,tan,79,Sonoma County Animal Shelter,52
AUST CATTLE DOG,Female,2023-03-26,2023-05-26,2100-01-01,CONFISCATE,DOG,not available,UNKNOWN,0,tricolor,none,NaT,Sonoma County Animal Shelter,61
DOMESTIC SH,Female,2022-08-16,2023-08-16,2100-01-01,STRAY,CAT,not available,UNKNOWN,0,black,none,NaT,Sonoma County Animal Shelter,365
ANATOL SHEPHERD,Male,1900-01-01,2023-08-26,2023-08-31,STRAY,DOG,return to owner,UNKNOWN,5,cream,black,NaT,Sonoma County Animal Shelter,45162
CHIHUAHUA SH,Spayed,2010-08-31,2023-08-07,2023-08-31,STRAY,DOG,transfer,UNKNOWN,24,white,brown,4748,Sonoma County Animal Shelter,4724
DOMESTIC SH,Neutered,2023-06-26,2023-07-26,2023-08-31,STRAY,CAT,adoption,HEALTHY,36,gray tabby,none,66,Sonoma County Animal Shelter,30
GREAT PYRENEES,Spayed,2018-08-22,2022-12-12,2022-12-12,STRAY,DOG,return to owner,UNKNOWN,0,white,none,1573,Sonoma County Animal Shelter,1573
POODLE MIN/MIX,Male,2023-06-29,2023-08-29,2023-08-31,STRAY,DOG,return to owner,UNKNOWN,2,tan,white,63,Sonoma County Animal Shelter,61
GERM SHEPHERD,Spayed,2015-04-24,2023-03-13,2100-01-01,STRAY,DOG,not available,HEALTHY,0,black,tan,NaT,Sonoma County Animal Shelter,2880
PIT BULL/MIX,Male,2022-12-01,2023-08-27,2023-08-31,STRAY,DOG,return to owner,UNKNOWN,4,black,white,273,Sonoma County Animal Shelter,269
CHICKEN,Female,1900-01-01,2023-08-17,2023-08-31,STRAY,OTHER,transfer,UNKNOWN,14,gray,brown,NaT,Sonoma County Animal Shelter,45153
PIT BULL,Spayed,2020-08-14,2023-07-10,2023-08-31,STRAY,DOG,adoption,HEALTHY,52,black,white,1112,Sonoma County Animal Shelter,1060
GREAT PYRENEES,Spayed,2018-08-22,2022-12-23,2022-12-23,STRAY,DOG,return to owner,UNKNOWN,0,white,none,1584,Sonoma County Animal Shelter,1584
AUST CATTLE DOG,Female,2023-03-26,2023-05-26,2100-01-01,CONFISCATE,DOG,not available,HEALTHY,0,tricolor,none,NaT,Sonoma County Animal Shelter,61
CHICKEN,Male,1900-01-01,2023-08-10,2023-08-31,STRAY,OTHER,transfer,UNKNOWN,21,black,white,NaT,Sonoma County Animal Shelter,45146
DOMESTIC SH,Neutered,2023-06-26,2023-07-26,2023-08-31,STRAY,CAT,adoption,HEALTHY,36,brn tabby,none,66,Sonoma County Animal Shelter,30
GREAT PYRENEES,Spayed,2018-08-22,2019-12-26,2019-12-26,STRAY,DOG,return to owner,UNKNOWN,0,white,none,491,Sonoma County Animal Shelter,491
PARSON RUSS TER/MIX,Neutered,2018-07-06,2018-09-06,2018-09-15,STRAY,DOG,adoption,HEALTHY,9,tan,white,71,Sonoma County Animal Shelter,62
DOMESTIC LH,Neutered,2019-08-23,2023-08-24,2023-08-31,QUARANTINE,CAT,disposal,UNKNOWN,7,black,none,1469,Sonoma County Animal Shelter,1462
CHIHUAHUA SH/MIX,Spayed,2020-08-04,2023-08-04,2023-09-01,STRAY,DOG,adoption,HEALTHY,28,black,brown,1123,Sonoma County Animal Shelter,1095
DOMESTIC SH,Male,1900-01-01,2023-08-31,2023-09-01,STRAY,CAT,return to owner,TREATABLE/REHAB,1,gray,white,NaT,Sonoma County Animal Shelter,45167
TIBETAN TERR/MIX,Spayed,2018-08-30,2023-07-26,2023-09-01,STRAY,DOG,adoption,HEALTHY,37,tan,white,1828,Sonoma County Animal Shelter,1791
AUST CATTLE DOG,Male,1900-01-01,2023-05-26,2100-01-01,CONFISCATE,DOG,not available,UNKNOWN,0,tricolor,none,NaT,Sonoma County Animal Shelter,45070
DACHSHUND/MIX,Male,2022-10-01,2023-09-01,2100-01-01,STRAY,DOG,not available,UNKNOWN,0,tan,none,NaT,Sonoma County Animal Shelter,335
GERM SHEPHERD,Female,2021-08-01,2023-08-01,2023-09-01,STRAY,DOG,euthanize,UNKNOWN,31,tan,black,761,Sonoma County Animal Shelter,730
DOMESTIC SH,Male,2020-09-01,2023-09-01,2100-01-01,CONFISCATE,CAT,not available,UNKNOWN,0,black,none,NaT,Sonoma County Animal Shelter,1095
LABRADOR RETR/POODLE MIN,Spayed,2022-08-18,2023-07-18,2023-09-01,STRAY,DOG,adoption,HEALTHY,45,black,white,379,Sonoma County Animal Shelter,334
PIT BULL/MIX,Male,1900-01-01,2023-08-09,2023-09-01,STRAY,DOG,euthanize,UNKNOWN,23,br brindle,none,NaT,Sonoma County Animal Shelter,45145
SIBERIAN HUSKY,Male,1900-01-01,2023-08-02,2023-09-01,STRAY,DOG,euthanize,UNKNOWN,30,black,white,NaT,Sonoma County Animal Shelter,45138
AUST KELPIE,Female,2022-11-01,2023-09-01,2100-01-01,STRAY,DOG,not available,UNKNOWN,0,black,brown,NaT,Sonoma County Animal Shelter,304
GERM SHEPHERD/MIX,Spayed,2022-10-27,2023-07-27,2023-09-01,STRAY,DOG,adoption,HEALTHY,36,tan,white,309,Sonoma County Animal Shelter,273
DOMESTIC SH,Male,2023-03-01,2023-09-01,2100-01-01,CONFISCATE,CAT,not available,UNKNOWN,0,black,none,NaT,Sonoma County Animal Shelter,184
GERM SHEPHERD,Spayed,1900-01-01,2023-08-31,2100-01-01,STRAY,DOG,not available,UNKNOWN,0,brown,black,NaT,Sonoma County Animal Shelter,45167
PIT BULL,Male,2021-08-02,2023-08-02,2023-09-01,STRAY,DOG,euthanize,UNKNOWN,30,gray,white,760,Sonoma County Animal Shelter,730
DOMESTIC SH,Female,2023-04-02,2023-09-02,2100-01-01,STRAY,CAT,not available,UNKNOWN,0,org tabby,none,NaT,Sonoma County Animal Shelter,153
BOXER/MIX,Spayed,2022-10-27,2023-07-27,2023-09-02,STRAY,DOG,adoption,TREATABLE/MANAGEABLE,37,tan,white,310,Sonoma County Animal Shelter,273
DOMESTIC LH,Neutered,2007-08-20,2016-09-07,2016-09-08,STRAY,CAT,euthanize,UNTREATABLE,1,black,white,3307,Sonoma County Animal Shelter,3306
DOMESTIC SH,Neutered,2023-04-20,2023-08-31,2023-09-02,OWNER SURRENDER,CAT,adoption,HEALTHY,2,brn tabby,none,135,Sonoma County Animal Shelter,133
PIT BULL/MIX,Spayed,2022-08-01,2023-06-23,2023-09-02,STRAY,DOG,adoption,HEALTHY,71,blue merle,none,397,Sonoma County Animal Shelter,326
DOMESTIC SH,Unknown,2023-08-30,2023-09-02,2023-09-02,STRAY,CAT,transfer,UNKNOWN,0,black,white,3,Sonoma County Animal Shelter,3
GERM SHEPHERD,Neutered,2022-11-18,2023-03-14,2023-09-02,STRAY,DOG,adoption,HEALTHY,172,black,brown,288,Sonoma County Animal Shelter,116
DOMESTIC SH,Male,2023-04-02,2023-09-02,2100-01-01,STRAY,CAT,not available,UNKNOWN,0,brn tabby,none,NaT,Sonoma County Animal Shelter,153
DOMESTIC SH,Unknown,2023-08-30,2023-09-02,2023-09-02,STRAY,CAT,transfer,UNKNOWN,0,gray tabby,white,3,Sonoma County Animal Shelter,3
BORDER COLLIE/MIX,Male,2022-02-25,2023-08-25,2023-09-02,STRAY,DOG,return to owner,UNKNOWN,8,white,black,554,Sonoma County Animal Shelter,546
TR WALKER HOUND/MIX,Spayed,2020-07-30,2021-07-30,2021-10-05,STRAY,DOG,adoption,HEALTHY,67,tricolor,none,432,Sonoma County Animal Shelter,365
DOMESTIC SH,Female,2021-09-02,2023-09-02,2100-01-01,STRAY,CAT,not available,UNKNOWN,0,tortie,none,NaT,Sonoma County Animal Shelter,730
DOMESTIC SH,Neutered,2020-07-05,2023-07-05,2023-09-02,STRAY,CAT,adoption,HEALTHY,59,orange,white,1154,Sonoma County Animal Shelter,1095
DOMESTIC SH,Unknown,2023-08-30,2023-09-02,2023-09-02,STRAY,CAT,transfer,UNKNOWN,0,brn tabby,none,3,Sonoma County Animal Shelter,3
DOMESTIC SH,Neutered,2023-04-25,2023-07-07,2023-09-02,STRAY,CAT,adoption,HEALTHY,57,gray tabby,none,130,Sonoma County Animal Shelter,73
AUST SHEPHERD,Neutered,2011-03-19,2023-08-31,2023-09-02,CONFISCATE,DOG,return to owner,UNKNOWN,2,red,tricolor,4550,Sonoma County Animal Shelter,4548
