Animal_Type,DOB,Primary_Color,Secondary_Color,Sex,Intake_Date,Intake_Condition,Intake_Type,Outcome_Date,Outcome_Type,Intake_Age,Outcome_Age,Time_in_Shelter_Days,Intake_Age_Days,Breed,Shelter_Name
BIRD,2020-02-17,WHITE,GRAY,Unknown,2021-02-17,INJURED  SEVERE,WILDLIFE,2021-02-17,EUTHANASIA,366 days,366 days,0 days,366,Unknown,Long Beach California Animal Shelter
DOG,2023-02-08,BLACK,TAN,Neutered,2024-02-08,FRACTIOUS,STRAY,2024-08-02,RESCUE,365 days,541 days,176 days,365,Unknown,Long Beach California Animal Shelter
DOG,2021-01-25,BR BRINDLE,None,Spayed,2024-01-25,NORMAL,STRAY,2024-02-02,ADOPTION,1095 days,1103 days,8 days,1095,Unknown,Long Beach California Animal Shelter
DOG,2014-02-08,WHITE,BLACK,Neutered,2023-02-08,BEHAVIOR  MODERATE,OWNER SURRENDER,2023-04-05,ADOPTION,3287 days,3343 days,56 days,3287,Unknown,Long Beach California Animal Shelter
CAT,2010-05-25,CREAM,None,Female,2023-05-24,UNDER AGE/WEIGHT,STRAY,2023-05-25,RETURN TO OWNER,4747 days,4748 days,1 days,4747,Unknown,Long Beach California Animal Shelter
DOG,2017-05-20,BLACK,BROWN,Neutered,2022-03-26,NORMAL,STRAY,2022-03-26,RETURN TO OWNER,1771 days,1771 days,0 days,1771,Unknown,Long Beach California Animal Shelter
BIRD,2022-04-20,BLACK,WHITE,Unknown,2023-04-20,ILL MODERATETE,WILDLIFE,2023-04-20,TRANSFER,365 days,365 days,0 days,365,Unknown,Long Beach California Animal Shelter
CAT,2021-04-26,GRAY TABBY,None,Female,2021-05-26,ILL MILD,STRAY,2021-05-30,RESCUE,30 days,34 days,4 days,30,Unknown,Long Beach California Animal Shelter
DOG,2018-11-14,BR BRINDLE,WHITE,Spayed,2022-11-14,NORMAL,STRAY,2022-12-16,ADOPTION,1461 days,1493 days,32 days,1461,Unknown,Long Beach California Animal Shelter
CAT,2024-05-06,BLACK,WHITE,Spayed,2024-05-23,UNDER AGE/WEIGHT,STRAY,2024-08-17,ADOPTION,17 days,103 days,86 days,17,Unknown,Long Beach California Animal Shelter
DOG,2024-06-27,BLACK,None,Neutered,2024-11-27,NORMAL,STRAY,2024-12-07,RESCUE,153 days,163 days,10 days,153,Unknown,Long Beach California Animal Shelter
DOG,2019-10-07,TRICOLOR,None,Female,2020-02-07,NORMAL,STRAY,2020-02-13,TRANSFER,123 days,129 days,6 days,123,Unknown,Long Beach California Animal Shelter
DOG,2021-06-02,WHITE,None,Neutered,2024-06-02,ILL MODERATETE,STRAY,2024-09-01,ADOPTION,1096 days,1187 days,91 days,1096,Unknown,Long Beach California Animal Shelter
DOG,2016-06-02,BROWN,WHITE,Spayed,2024-06-02,ILL MODERATETE,STRAY,2024-06-14,ADOPTION,2922 days,2934 days,12 days,2922,Unknown,Long Beach California Animal Shelter
CAT,2023-04-07,BRN TABBY,None,Male,2023-06-07,ILL MODERATETE,STRAY,2023-06-08,DIED,61 days,62 days,1 days,61,Unknown,Long Beach California Animal Shelter
CAT,2019-08-20,GRAY TIGER,None,Male,2020-02-20,ILL MILD,STRAY,2020-02-28,RESCUE,184 days,192 days,8 days,184,Unknown,Long Beach California Animal Shelter
DOG,2023-08-23,BLUE,None,Male,2024-08-23,ILL MILD,STRAY,2024-08-28,EUTHANASIA,366 days,371 days,5 days,366,Unknown,Long Beach California Animal Shelter
DOG,2019-02-16,BLACK,None,Spayed,2023-02-16,NORMAL,STRAY,2023-03-01,ADOPTION,1461 days,1474 days,13 days,1461,Unknown,Long Beach California Animal Shelter
CAT,2018-07-01,BLACK,None,Female,2018-08-01,UNDER AGE/WEIGHT,STRAY,2018-08-03,TRANSFER,31 days,33 days,2 days,31,Unknown,Long Beach California Animal Shelter
DOG,2012-01-21,TAN,BROWN,Male,2017-01-21,NORMAL,OWNER SURRENDER,2017-01-25,ADOPTION,1827 days,1831 days,4 days,1827,Unknown,Long Beach California Animal Shelter
DOG,2017-02-09,TAN,None,Female,2020-02-09,NORMAL,STRAY,2020-02-15,TRANSFER,1095 days,1101 days,6 days,1095,Unknown,Long Beach California Animal Shelter
CAT,2018-05-17,BRN TABBY,None,Neutered,2021-05-16,INJURED  SEVERE,STRAY,2021-08-17,ADOPTION,1095 days,1188 days,93 days,1095,Unknown,Long Beach California Animal Shelter
DOG,2014-03-15,TAN,WHITE,Spayed,2024-03-15,NORMAL,STRAY,2024-03-27,ADOPTION,3653 days,3665 days,12 days,3653,Unknown,Long Beach California Animal Shelter
CAT,2024-01-16,GRAY TABBY,ORG TABBY,Spayed,2024-09-16,ILL MODERATETE,STRAY,2024-09-30,COMMUNITY CAT,244 days,258 days,14 days,244,Unknown,Long Beach California Animal Shelter
DOG,2015-04-21,BLACK,BROWN,Male,2017-04-21,NORMAL,STRAY,2017-04-22,RETURN TO OWNER,731 days,732 days,1 days,731,Unknown,Long Beach California Animal Shelter
DOG,2010-03-27,TAN,None,Male,2018-03-27,NORMAL,CONFISCATE,2018-03-28,RETURN TO OWNER,2922 days,2923 days,1 days,2922,Unknown,Long Beach California Animal Shelter
OTHER,2019-06-01,GRAY,None,Male,2020-06-01,INJURED  SEVERE,WILDLIFE,2020-06-01,EUTHANASIA,366 days,366 days,0 days,366,Unknown,Long Beach California Animal Shelter
CAT,2017-07-10,CALICO,None,Unknown,2017-07-12,UNDER AGE/WEIGHT,STRAY,2017-07-12,EUTHANASIA,2 days,2 days,0 days,2,Unknown,Long Beach California Animal Shelter
DOG,2016-04-12,BLACK,WHITE,Male,2018-07-02,NORMAL,STRAY,2018-07-11,RETURN TO OWNER,811 days,820 days,9 days,811,Unknown,Long Beach California Animal Shelter
CAT,2023-08-21,BLACK,None,Neutered,2023-10-03,UNDER AGE/WEIGHT,STRAY,2024-01-14,ADOPTION,43 days,146 days,103 days,43,Unknown,Long Beach California Animal Shelter
CAT,2024-06-30,ORG TABBY,None,Spayed,2024-07-26,UNDER AGE/WEIGHT,STRAY,2024-09-26,RESCUE,26 days,88 days,62 days,26,Unknown,Long Beach California Animal Shelter
DOG,2024-05-10,BLACK,None,Spayed,2024-09-26,NORMAL,RETURN,2024-10-05,ADOPTION,139 days,148 days,9 days,139,Unknown,Long Beach California Animal Shelter
DOG,2021-11-17,BR BRINDLE,WHITE,Female,2024-11-17,NORMAL,STRAY,2024-11-17,RETURN TO OWNER,1096 days,1096 days,0 days,1096,Unknown,Long Beach California Animal Shelter
CAT,2016-04-19,TRICOLOR,None,Neutered,2017-04-19,NORMAL,OWNER SURRENDER,2017-04-25,RESCUE,365 days,371 days,6 days,365,Unknown,Long Beach California Animal Shelter
DOG,2022-03-03,GRAY,None,Neutered,2022-12-02,NORMAL,STRAY,2023-03-19,ADOPTION,274 days,381 days,107 days,274,Unknown,Long Beach California Animal Shelter
DOG,2007-02-20,YELLOW,None,Male,2017-02-20,ILL SEVERE,STRAY,2017-02-20,EUTHANASIA,3653 days,3653 days,0 days,3653,Unknown,Long Beach California Animal Shelter
DOG,2017-07-04,WHITE,GRAY,Spayed,2020-03-07,NORMAL,OWNER SURRENDER,2020-03-08,TRANSFER,977 days,978 days,1 days,977,Unknown,Long Beach California Animal Shelter
BIRD,2021-10-08,BLACK,None,Unknown,2022-10-08,INJURED  MODERATE,WILDLIFE,2022-10-08,EUTHANASIA,365 days,365 days,0 days,365,Unknown,Long Beach California Animal Shelter
CAT,2022-10-05,BLACK,None,Neutered,2022-11-05,UNDER AGE/WEIGHT,STRAY,2022-11-11,RESCUE,31 days,37 days,6 days,31,Unknown,Long Beach California Animal Shelter
CAT,2022-10-17,BLACK,None,Neutered,2022-11-05,UNDER AGE/WEIGHT,STRAY,2022-11-11,RESCUE,19 days,25 days,6 days,19,Unknown,Long Beach California Animal Shelter
DOG,2024-03-19,WHITE,BLACK,Neutered,2024-12-19,NORMAL,STRAY,2024-12-29,ADOPTION,275 days,285 days,10 days,275,Unknown,Long Beach California Animal Shelter
DOG,2016-07-27,BROWN,None,Male,2018-07-27,ILL MILD,STRAY,2018-08-18,ADOPTION,730 days,752 days,22 days,730,Unknown,Long Beach California Animal Shelter
CAT,2019-08-04,WHITE,GRAY,Spayed,2019-08-25,UNDER AGE/WEIGHT,STRAY,2019-11-20,ADOPTION,21 days,108 days,87 days,21,Unknown,Long Beach California Animal Shelter
DOG,2019-02-25,BROWN,WHITE,Male,2019-04-03,UNDER AGE/WEIGHT,STRAY,2019-04-06,TRANSFER,37 days,40 days,3 days,37,Unknown,Long Beach California Animal Shelter
DOG,2019-02-25,BROWN,WHITE,Female,2019-04-03,UNDER AGE/WEIGHT,STRAY,2019-04-06,TRANSFER,37 days,40 days,3 days,37,Unknown,Long Beach California Animal Shelter
DOG,2019-02-18,BROWN,None,Neutered,2021-02-18,NORMAL,STRAY,2021-03-04,ADOPTION,731 days,745 days,14 days,731,Unknown,Long Beach California Animal Shelter
DOG,2020-06-05,RED,WHITE,Spayed,2024-06-05,NORMAL,STRAY,2024-06-15,ADOPTION,1461 days,1471 days,10 days,1461,Unknown,Long Beach California Animal Shelter
DOG,2020-06-05,RED,WHITE,Neutered,2024-06-05,NORMAL,STRAY,2024-07-05,ADOPTION,1461 days,1491 days,30 days,1461,Unknown,Long Beach California Animal Shelter
CAT,2023-07-03,BLACK,None,Male,2023-08-02,NORMAL,STRAY,2023-08-24,RESCUE,30 days,52 days,22 days,30,Unknown,Long Beach California Animal Shelter
DOG,2021-02-16,WHITE,BLACK,Spayed,2023-02-16,NORMAL,QUARANTINE,2023-03-16,ADOPTION,730 days,758 days,28 days,730,Unknown,Long Beach California Animal Shelter
CAT,2023-09-14,GRAY,None,Spayed,2023-10-14,UNDER AGE/WEIGHT,STRAY,2023-10-17,RESCUE,30 days,33 days,3 days,30,Unknown,Long Beach California Animal Shelter
DOG,2022-10-08,GRAY,WHITE,Male,2023-02-08,INJURED  MILD,STRAY,2023-03-04,ADOPTION,123 days,147 days,24 days,123,Unknown,Long Beach California Animal Shelter
CAT,2023-08-15,GRAY,None,Spayed,2023-09-06,UNDER AGE/WEIGHT,STRAY,2023-10-29,ADOPTION,22 days,75 days,53 days,22,Unknown,Long Beach California Animal Shelter
CAT,2021-07-04,GRAY TABBY,None,Unknown,2024-07-04,INJURED  SEVERE,STRAY,2024-07-04,EUTHANASIA,1096 days,1096 days,0 days,1096,Unknown,Long Beach California Animal Shelter
DOG,2019-09-04,WHITE,None,Male,2023-03-03,NORMAL,STRAY,2023-03-04,RETURN TO OWNER,1276 days,1277 days,1 days,1276,Unknown,Long Beach California Animal Shelter
DOG,2018-01-19,WHITE,None,Female,2019-04-19,NORMAL,CONFISCATE,2019-04-19,RETURN TO OWNER,455 days,455 days,0 days,455,Unknown,Long Beach California Animal Shelter
CAT,2022-03-24,S-T PT,None,Female,2023-03-24,ILL MODERATETE,STRAY,2023-03-24,RESCUE,365 days,365 days,0 days,365,Unknown,Long Beach California Animal Shelter
CAT,2020-06-26,BLACK,None,Male,2020-08-02,UNDER AGE/WEIGHT,STRAY,2020-08-05,RESCUE,37 days,40 days,3 days,37,Unknown,Long Beach California Animal Shelter
CAT,2020-06-26,BLACK,WHITE,Female,2020-08-02,UNDER AGE/WEIGHT,STRAY,2020-08-05,RESCUE,37 days,40 days,3 days,37,Unknown,Long Beach California Animal Shelter
BIRD,2018-07-25,BROWN,None,Unknown,2019-07-25,INJURED  SEVERE,WILDLIFE,2019-07-25,TRANSFER,365 days,365 days,0 days,365,Unknown,Long Beach California Animal Shelter
OTHER,2023-01-01,BROWN,None,Female,2024-01-01,INJURED  MODERATE,WILDLIFE,2024-01-01,EUTHANASIA,365 days,365 days,0 days,365,Unknown,Long Beach California Animal Shelter
CAT,2016-04-26,WHITE,None,Male,2018-04-26,NORMAL,STRAY,2018-05-03,TRANSFER,730 days,737 days,7 days,730,Unknown,Long Beach California Animal Shelter
CAT,2019-08-18,BLACK,None,Neutered,2020-08-18,ILL MILD,STRAY,2020-09-08,"SHELTER, NEUTER, RETURN",366 days,387 days,21 days,366,Unknown,Long Beach California Animal Shelter
CAT,2016-08-18,ORG TABBY,None,Neutered,2021-02-22,ILL MILD,STRAY,2021-02-25,EUTHANASIA,1649 days,1652 days,3 days,1649,Unknown,Long Beach California Animal Shelter
CAT,2017-05-03,BLACK,None,Male,2017-06-03,UNDER AGE/WEIGHT,STRAY,2017-06-23,RESCUE,31 days,51 days,20 days,31,Unknown,Long Beach California Animal Shelter
CAT,2017-05-12,BRN TABBY,None,Neutered,2017-11-12,NORMAL,STRAY,2017-12-07,TRANSFER,184 days,209 days,25 days,184,Unknown,Long Beach California Animal Shelter
CAT,2014-03-31,BLACK,WHITE,Female,2017-03-31,NORMAL,STRAY,2017-04-03,TRANSFER,1096 days,1099 days,3 days,1096,Unknown,Long Beach California Animal Shelter
CAT,2023-03-07,CALICO,None,Female,2023-03-12,UNDER AGE/WEIGHT,STRAY,2023-03-12,TRANSFER,5 days,5 days,0 days,5,Unknown,Long Beach California Animal Shelter
CAT,2023-03-07,CALICO,None,Female,2023-03-12,UNDER AGE/WEIGHT,STRAY,2023-04-22,ADOPTION,5 days,46 days,41 days,5,Unknown,Long Beach California Animal Shelter
CAT,2024-05-27,BLACK,WHITE,Neutered,2024-07-14,NORMAL,STRAY,2024-08-24,RESCUE,48 days,89 days,41 days,48,Unknown,Long Beach California Animal Shelter
CAT,2023-07-15,GRAY,WHITE,Spayed,2024-07-14,NORMAL,STRAY,2024-08-04,RESCUE,365 days,386 days,21 days,365,Unknown,Long Beach California Animal Shelter
DOG,2014-08-13,TAN,WHITE,Neutered,2017-08-13,INJURED  MILD,STRAY,2017-08-20,ADOPTION,1096 days,1103 days,7 days,1096,Unknown,Long Beach California Animal Shelter
DOG,2017-12-30,GRAY,WHITE,Neutered,2021-12-30,NORMAL,STRAY,2022-02-24,ADOPTION,1461 days,1517 days,56 days,1461,Unknown,Long Beach California Animal Shelter
DOG,2019-04-14,TAN,None,Neutered,2024-04-14,INJURED  SEVERE,STRAY,2024-04-19,RESCUE,1827 days,1832 days,5 days,1827,Unknown,Long Beach California Animal Shelter
CAT,2018-08-03,BRN TABBY,None,Unknown,2018-10-03,ILL SEVERE,STRAY,2018-10-03,EUTHANASIA,61 days,61 days,0 days,61,Unknown,Long Beach California Animal Shelter
CAT,2018-08-03,ORG TABBY,None,Unknown,2018-10-03,ILL SEVERE,STRAY,2018-10-03,EUTHANASIA,61 days,61 days,0 days,61,Unknown,Long Beach California Animal Shelter
CAT,2024-06-17,BLACK,WHITE,Spayed,2024-06-19,UNDER AGE/WEIGHT,STRAY,2024-08-31,ADOPTION,2 days,75 days,73 days,2,Unknown,Long Beach California Animal Shelter
DOG,2014-02-08,TRICOLOR,None,Neutered,2019-02-08,NORMAL,CONFISCATE,2019-02-10,RETURN TO OWNER,1826 days,1828 days,2 days,1826,Unknown,Long Beach California Animal Shelter
BIRD,2016-05-27,WHITE,GRAY,Unknown,2017-05-27,INJURED  SEVERE,WILDLIFE,2017-05-27,TRANSFER,365 days,365 days,0 days,365,Unknown,Long Beach California Animal Shelter
CAT,2010-04-28,GRAY,None,Neutered,2023-04-26,ILL MILD,STRAY,2023-06-02,ADOPTION,4746 days,4783 days,37 days,4746,Unknown,Long Beach California Animal Shelter
BIRD,2015-03-02,GRAY,None,Unknown,2020-03-02,ILL SEVERE,WILDLIFE,2020-03-02,TRANSFER,1827 days,1827 days,0 days,1827,Unknown,Long Beach California Animal Shelter
BIRD,2020-02-20,BLACK,None,Unknown,2021-02-20,INJURED  SEVERE,WILDLIFE,2021-02-20,EUTHANASIA,366 days,366 days,0 days,366,Unknown,Long Beach California Animal Shelter
DOG,2013-03-11,WHITE,None,Female,2017-03-11,NORMAL,OWNER SURRENDER,2017-03-12,TRANSFER,1461 days,1462 days,1 days,1461,Unknown,Long Beach California Animal Shelter
CAT,2024-03-27,ORANGE,WHITE,Male,2024-06-27,ILL MODERATETE,STRAY,2024-06-27,EUTHANASIA,92 days,92 days,0 days,92,Unknown,Long Beach California Animal Shelter
CAT,2014-01-25,TORTIE,None,Spayed,2017-01-25,NORMAL,STRAY,2017-02-01,"SHELTER, NEUTER, RETURN",1096 days,1103 days,7 days,1096,Unknown,Long Beach California Animal Shelter
CAT,2021-02-18,GRAY,WHITE,Spayed,2021-08-24,NORMAL,STRAY,2021-08-26,"SHELTER, NEUTER, RETURN",187 days,189 days,2 days,187,Unknown,Long Beach California Animal Shelter
DOG,2019-11-04,GRAY,WHITE,Female,2022-11-04,BEHAVIOR  SEVERE,STRAY,2022-11-14,EUTHANASIA,1096 days,1106 days,10 days,1096,Unknown,Long Beach California Animal Shelter
DOG,2005-09-22,BLACK,TAN,Neutered,2017-06-14,INJURED  MODERATE,OWNER SURRENDER,2017-06-22,RESCUE,4283 days,4291 days,8 days,4283,Unknown,Long Beach California Animal Shelter
CAT,2017-10-06,GRAY TABBY,None,Female,2017-10-08,UNDER AGE/WEIGHT,STRAY,2017-11-15,TRANSFER,2 days,40 days,38 days,2,Unknown,Long Beach California Animal Shelter
CAT,2017-10-06,TORTIE,None,Female,2017-10-08,UNDER AGE/WEIGHT,STRAY,2017-11-15,TRANSFER,2 days,40 days,38 days,2,Unknown,Long Beach California Animal Shelter
DOG,2023-04-28,BLUE,WHITE,Spayed,2023-11-19,ILL MODERATETE,STRAY,2023-12-01,ADOPTION,205 days,217 days,12 days,205,Unknown,Long Beach California Animal Shelter
CAT,2020-09-25,BRN TABBY,None,Unknown,2020-11-04,NORMAL,STRAY,2020-11-04,RESCUE,40 days,40 days,0 days,40,Unknown,Long Beach California Animal Shelter
OTHER,2022-04-06,GRAY,None,Unknown,2024-04-06,INJURED  SEVERE,WILDLIFE,2024-04-06,EUTHANASIA,731 days,731 days,0 days,731,Unknown,Long Beach California Animal Shelter
CAT,2024-09-24,GRAY,WHITE,Unknown,2024-10-10,UNDER AGE/WEIGHT,STRAY,2024-10-10,EUTHANASIA,16 days,16 days,0 days,16,Unknown,Long Beach California Animal Shelter
CAT,2024-09-24,BRN TABBY,None,Unknown,2024-10-10,UNDER AGE/WEIGHT,STRAY,2024-10-10,EUTHANASIA,16 days,16 days,0 days,16,Unknown,Long Beach California Animal Shelter
CAT,2016-08-18,BRN TABBY,BLACK,Male,2019-08-18,INJURED  SEVERE,STRAY,2019-08-18,DIED,1095 days,1095 days,0 days,1095,Unknown,Long Beach California Animal Shelter
CAT,2014-09-18,BROWN,GRAY,Spayed,2022-09-17,NORMAL,STRAY,2022-10-09,RESCUE,2921 days,2943 days,22 days,2921,Unknown,Long Beach California Animal Shelter
CAT,2018-04-26,BRN TABBY,WHITE,Female,2018-05-31,UNDER AGE/WEIGHT,STRAY,2018-06-08,RESCUE,35 days,43 days,8 days,35,Unknown,Long Beach California Animal Shelter
DOG,2022-06-18,GRAY,WHITE,Female,2022-08-18,ILL SEVERE,STRAY,2022-08-23,RESCUE,61 days,66 days,5 days,61,Unknown,Long Beach California Animal Shelter
CAT,2024-06-11,ORG TABBY,WHITE,Neutered,2024-09-11,ILL MODERATETE,STRAY,2024-09-21,COMMUNITY CAT,92 days,102 days,10 days,92,Unknown,Long Beach California Animal Shelter
DOG,2014-02-20,BLACK,BROWN,Male,2020-02-16,NORMAL,STRAY,2020-02-20,RETURN TO OWNER,2187 days,2191 days,4 days,2187,Unknown,Long Beach California Animal Shelter
DOG,2009-11-03,BLACK,WHITE,Male,2017-11-03,NORMAL,OWNER SURRENDER,2017-11-04,TRANSFER,2922 days,2923 days,1 days,2922,Unknown,Long Beach California Animal Shelter
CAT,2023-08-04,BLACK,None,Female,2023-09-19,ILL MODERATETE,STRAY,2023-09-20,EUTHANASIA,46 days,47 days,1 days,46,Unknown,Long Beach California Animal Shelter
DOG,2020-09-07,TAN,None,Male,2023-09-07,I/I REPORT,STRAY,2023-09-10,RETURN TO OWNER,1095 days,1098 days,3 days,1095,Unknown,Long Beach California Animal Shelter
CAT,2020-09-25,BLACK,WHITE,Female,2020-10-25,UNDER AGE/WEIGHT,STRAY,2020-10-27,RESCUE,30 days,32 days,2 days,30,Unknown,Long Beach California Animal Shelter
CAT,2020-09-25,BRN TABBY,None,Female,2020-10-25,UNDER AGE/WEIGHT,STRAY,2020-10-27,RESCUE,30 days,32 days,2 days,30,Unknown,Long Beach California Animal Shelter
DOG,2008-12-15,BROWN,None,Male,2019-12-15,AGED,OWNER SURRENDER,2020-01-17,RESCUE,4017 days,4050 days,33 days,4017,Unknown,Long Beach California Animal Shelter
DOG,2008-10-24,WHITE,None,Male,2017-08-21,NORMAL,STRAY,2017-11-03,EUTHANASIA,3223 days,3297 days,74 days,3223,Unknown,Long Beach California Animal Shelter
CAT,2017-08-23,BLACK,None,Male,2017-09-23,UNDER AGE/WEIGHT,STRAY,2017-09-23,EUTHANASIA,31 days,31 days,0 days,31,Unknown,Long Beach California Animal Shelter
DOG,2022-08-29,BLACK,BROWN,Male,2023-03-29,ILL MODERATETE,OWNER SURRENDER,2023-04-01,RESCUE,212 days,215 days,3 days,212,Unknown,Long Beach California Animal Shelter
DOG,2021-02-15,GOLD,None,Unknown,2021-05-15,ILL SEVERE,STRAY,2021-05-16,EUTHANASIA,89 days,90 days,1 days,89,Unknown,Long Beach California Animal Shelter
DOG,2023-12-02,TAN,WHITE,Male,2024-06-29,INJURED  MILD,STRAY,2024-07-06,RESCUE,210 days,217 days,7 days,210,Unknown,Long Beach California Animal Shelter
DOG,2016-05-19,BROWN,None,Female,2018-05-19,NORMAL,STRAY,2018-05-25,TRANSFER,730 days,736 days,6 days,730,Unknown,Long Beach California Animal Shelter
CAT,2017-10-02,BRN TABBY,None,Male,2017-10-26,UNDER AGE/WEIGHT,STRAY,2017-11-02,EUTHANASIA,24 days,31 days,7 days,24,Unknown,Long Beach California Animal Shelter
CAT,2022-06-02,BLACK,BLACK,Male,2022-07-16,NORMAL,STRAY,2022-08-10,RESCUE,44 days,69 days,25 days,44,Unknown,Long Beach California Animal Shelter
DOG,2022-04-02,BLACK,None,Neutered,2022-09-02,NORMAL,STRAY,2022-09-08,ADOPTION,153 days,159 days,6 days,153,Unknown,Long Beach California Animal Shelter
CAT,2017-04-01,BLACK,WHITE,Unknown,2017-05-01,ILL SEVERE,STRAY,2017-05-01,EUTHANASIA,30 days,30 days,0 days,30,Unknown,Long Beach California Animal Shelter
CAT,2022-03-19,SEAL PT,None,Female,2023-03-19,FRACTIOUS,STRAY,2023-03-19,RESCUE,365 days,365 days,0 days,365,Unknown,Long Beach California Animal Shelter
CAT,2015-03-12,SLVR TABBY,WHITE,Female,2018-03-12,NORMAL,STRAY,2018-03-15,TRANSFER,1096 days,1099 days,3 days,1096,Unknown,Long Beach California Animal Shelter
CAT,2016-07-21,BLACK,WHITE,Unknown,2023-07-21,INJURED  SEVERE,STRAY,2023-07-21,EUTHANASIA,2556 days,2556 days,0 days,2556,Unknown,Long Beach California Animal Shelter
CAT,2020-05-13,ORG TABBY,None,Male,2020-08-13,INJURED  SEVERE,STRAY,2020-08-14,DIED,92 days,93 days,1 days,92,Unknown,Long Beach California Animal Shelter
DOG,2018-08-16,BROWN,TAN,Male,2019-08-15,NORMAL,OWNER SURRENDER,2019-08-16,TRANSFER,364 days,365 days,1 days,364,Unknown,Long Beach California Animal Shelter
CAT,2018-03-08,BRN TABBY,WHITE,Spayed,2020-03-08,NORMAL,STRAY,2020-03-21,ADOPTION,731 days,744 days,13 days,731,Unknown,Long Beach California Animal Shelter
DOG,2013-02-01,TAN,None,Spayed,2017-02-01,NORMAL,STRAY,2017-03-08,ADOPTION,1461 days,1496 days,35 days,1461,Unknown,Long Beach California Animal Shelter
OTHER,2018-06-15,GRAY,PINK,Unknown,2018-06-17,UNDER AGE/WEIGHT,STRAY,2018-06-17,EUTHANASIA,2 days,2 days,0 days,2,Unknown,Long Beach California Animal Shelter
CAT,2013-06-14,FLAME PT,None,Neutered,2017-07-23,INJURED  SEVERE,STRAY,2017-07-23,EUTHANASIA,1500 days,1500 days,0 days,1500,Unknown,Long Beach California Animal Shelter
CAT,2020-03-13,GRAY TABBY,None,Female,2020-05-31,UNDER AGE/WEIGHT,STRAY,2020-06-10,RESCUE,79 days,89 days,10 days,79,Unknown,Long Beach California Animal Shelter
CAT,2020-03-13,GRAY,None,Neutered,2020-06-06,FRACTIOUS,STRAY,2020-07-12,RESCUE,85 days,121 days,36 days,85,Unknown,Long Beach California Animal Shelter
CAT,2020-04-09,GRAY,None,Neutered,2020-07-02,INJURED  SEVERE,STRAY,2020-07-12,RESCUE,84 days,94 days,10 days,84,Unknown,Long Beach California Animal Shelter
DOG,2016-08-28,WHITE,TAN,Female,2017-06-28,NORMAL,CONFISCATE,2017-06-29,RETURN TO OWNER,304 days,305 days,1 days,304,Unknown,Long Beach California Animal Shelter
DOG,2023-05-13,BLACK,BROWN,Female,2023-10-13,ILL SEVERE,STRAY,2023-10-13,DIED,153 days,153 days,0 days,153,Unknown,Long Beach California Animal Shelter
CAT,2013-08-15,BLACK,None,Neutered,2018-08-15,NORMAL,STRAY,2018-08-21,"SHELTER, NEUTER, RETURN",1826 days,1832 days,6 days,1826,Unknown,Long Beach California Animal Shelter
CAT,2018-02-08,BRN TABBY,None,Unknown,2018-09-08,NORMAL,STRAY,2018-09-17,EUTHANASIA,212 days,221 days,9 days,212,Unknown,Long Beach California Animal Shelter
CAT,2014-08-24,BRN TABBY,None,Neutered,2018-08-24,FRACTIOUS,STRAY,2018-09-07,"SHELTER, NEUTER, RETURN",1461 days,1475 days,14 days,1461,Unknown,Long Beach California Animal Shelter
CAT,2019-04-14,BRN TABBY,None,Male,2019-05-11,UNDER AGE/WEIGHT,STRAY,2019-05-26,EUTHANASIA,27 days,42 days,15 days,27,Unknown,Long Beach California Animal Shelter
CAT,2018-06-20,BLACK,None,Female,2018-06-23,UNDER AGE/WEIGHT,STRAY,2018-06-23,EUTHANASIA,3 days,3 days,0 days,3,Unknown,Long Beach California Animal Shelter
CAT,2021-03-29,BLUE PT,None,Female,2021-06-25,INJURED  SEVERE,STRAY,2021-07-02,RESCUE,88 days,95 days,7 days,88,Unknown,Long Beach California Animal Shelter
